,nb_jours_abonne,durée_appel_jour(minutes),nb_appel_jour,cout_appel_jour,durée_appel_soirée(minutes),nb_appel_soirée,cout_appel_soirée,durée_appel_nuit(minutes),nb_appel_nuit,cout_appel_nuit,durée_appel_inter(minutes),nb_appel_inter,cout_appel_inter,active_msg_vocaux,nb_msg_vocaux,nb_reclamation,churn
4349,112.0,120.0,94.0,20.4,79.5,104.0,6.76,214.0,94.0,9.63,8.7,1.0,2.35, yes,17,1.0, False.
4350,92.0,145.9,90.0,24.8,148.1,105.0,12.59,241.3,93.0,10.86,8.4,1.0,2.27, no,0,2.0, False.
4351,35.0,179.8,82.0,30.57,176.1,78.0,14.97,132.6,85.0,5.97,12.0,5.0,3.24, no,0,1.0, False.
4352,28.0,225.7,70.0,38.37,206.9,90.0,17.59,167.9,88.0,7.56,13.8,3.0,3.73, no,0,1.0, False.
4353,93.0,199.7,109.0,33.95,114.2,68.0,9.71,241.0,109.0,10.85,7.1,2.0,1.92, no,0,0.0, False.
4354,26.0,150.0,63.0,25.5,225.0,90.0,19.13,202.3,99.0,9.1,9.2,5.0,2.48, no,0,3.0, False.
4355,33.0,247.1,114.0,42.01,146.5,110.0,12.45,208.9,94.0,9.4,10.6,2.0,2.86, no,0,4.0, True.
4356,120.0,215.7,75.0,36.67,244.4,105.0,20.77,211.2,91.0,9.5,11.4,5.0,3.08, no,0,2.0, False.
4357,124.0,94.8,102.0,16.12,238.9,91.0,20.31,279.4,94.0,12.57,11.6,3.0,3.13, no,0,2.0, False.
4358,56.0,79.3,115.0,13.48,159.0,64.0,13.52,245.7,99.0,11.06,10.1,4.0,2.73, no,0,1.0, False.
4359,39.0,157.2,81.0,26.72,247.7,131.0,21.05,215.7,141.0,9.71,9.9,9.0,2.67, no,0,1.0, False.
4360,158.0,119.8,123.0,20.37,262.2,122.0,22.29,219.8,111.0,9.89,12.4,5.0,3.35, no,0,1.0, False.
4361,106.0,170.6,116.0,29.0,259.1,115.0,22.02,214.2,111.0,9.64,9.6,13.0,2.59, no,0,1.0, False.
4362,52.0,229.1,86.0,38.95,168.7,124.0,14.34,245.4,75.0,11.04,14.6,2.0,3.94, yes,24,1.0, False.
4363,112.0,135.1,112.0,22.97,226.3,85.0,19.24,115.2,108.0,5.18,11.1,6.0,3.0, no,0,1.0, False.
4364,148.0,136.8,112.0,23.26,197.5,134.0,16.79,93.2,90.0,4.19,10.3,5.0,2.78, no,0,2.0, False.
4365,12.0,239.7,112.0,40.75,221.1,122.0,18.79,207.3,109.0,9.33,11.1,3.0,3.0, no,0,2.0, False.
4366,109.0,159.6,136.0,27.13,151.0,126.0,12.84,142.1,53.0,6.39,7.3,4.0,1.97, no,0,4.0, True.
4367,142.0,231.2,125.0,39.3,174.8,121.0,14.86,171.2,87.0,7.7,12.4,2.0,3.35, yes,38,4.0, False.
4368,60.0,203.7,95.0,34.63,212.6,122.0,18.07,177.1,103.0,7.97,7.9,1.0,2.13, no,0,3.0, False.
4369,141.0,157.8,122.0,26.83,132.3,108.0,11.25,137.1,81.0,6.17,5.6,2.0,1.51, yes,43,2.0, False.
4370,168.0,160.6,110.0,27.3,185.2,120.0,15.74,120.2,104.0,5.41,9.1,4.0,2.46, no,0,1.0, True.
4371,138.0,261.1,96.0,44.39,170.9,120.0,14.53,71.1,89.0,3.2,0.0,0.0,0.0, no,0,3.0, True.
4372,88.0,138.7,92.0,23.58,205.8,73.0,17.49,247.9,119.0,11.16,9.8,5.0,2.65, no,0,1.0, False.
4373,119.0,226.6,126.0,38.52,143.6,107.0,12.21,94.9,123.0,4.27,12.1,5.0,3.27, no,0,1.0, False.
4374,31.0,229.1,120.0,38.95,172.4,79.0,14.65,243.6,102.0,10.96,11.0,4.0,2.97, no,0,3.0, False.
4375,102.0,157.4,83.0,26.76,47.3,102.0,4.02,160.4,92.0,7.22,11.4,5.0,3.08, no,0,0.0, False.
4376,149.0,185.6,109.0,31.55,167.3,89.0,14.22,171.6,100.0,7.72,10.7,3.0,2.89, yes,25,1.0, True.
4377,138.0,217.2,73.0,36.92,190.8,127.0,16.22,133.5,97.0,6.01,5.2,3.0,1.4, no,0,4.0, False.
4378,118.0,183.1,128.0,31.13,241.0,93.0,20.49,211.1,108.0,9.5,12.5,4.0,3.38, no,0,0.0, False.
4379,222.0,218.5,89.0,37.15,160.7,76.0,13.66,181.6,76.0,8.17,4.9,5.0,1.32, yes,34,4.0, False.
4380,130.0,143.8,76.0,24.45,274.8,103.0,23.36,194.7,105.0,8.76,12.3,1.0,3.32, no,0,0.0, False.
4381,60.0,223.6,83.0,38.01,235.6,77.0,20.03,153.0,119.0,6.89,4.7,8.0,1.27, yes,31,4.0, False.
4382,243.0,189.1,104.0,32.15,313.9,124.0,26.68,227.9,128.0,10.26,8.2,2.0,2.21, no,0,1.0, False.
4383,140.0,143.0,100.0,24.31,193.4,89.0,16.44,59.5,81.0,2.68,12.3,8.0,3.32, no,0,4.0, True.
4384,101.0,147.2,105.0,25.02,168.8,96.0,14.35,165.3,118.0,7.44,13.0,4.0,3.51, yes,39,1.0, False.
4385,134.0,224.0,75.0,38.08,97.5,103.0,8.29,211.6,80.0,9.52,10.7,5.0,2.89, yes,32,2.0, False.
4386,88.0,132.9,132.0,22.59,208.2,82.0,17.7,260.5,42.0,11.72,14.4,11.0,3.89, no,0,2.0, True.
4387,118.0,160.3,110.0,27.25,53.2,92.0,4.52,130.7,119.0,5.88,10.5,4.0,2.84, no,0,0.0, False.
4388,93.0,213.8,103.0,36.35,257.7,72.0,21.9,218.4,114.0,9.83,7.2,6.0,1.94, yes,21,1.0, False.
4389,232.0,248.2,128.0,42.19,211.2,96.0,17.95,147.1,117.0,6.62,10.0,6.0,2.7, no,0,2.0, False.
4390,137.0,174.6,88.0,29.68,243.8,118.0,20.72,259.7,103.0,11.69,12.2,3.0,3.29, yes,25,3.0, False.
4391,3.0,205.5,102.0,34.94,209.5,83.0,17.81,182.3,99.0,8.2,6.4,4.0,1.73, yes,23,0.0, False.
4392,137.0,209.1,104.0,35.55,189.4,96.0,16.1,214.4,83.0,9.65,14.8,4.0,4.0, no,0,3.0, False.
4393,42.0,251.1,81.0,42.69,178.3,106.0,15.16,184.6,90.0,8.31,12.7,5.0,3.43, no,0,0.0, False.
4394,58.0,187.6,113.0,31.89,217.4,115.0,18.48,139.7,92.0,6.29,9.8,5.0,2.65, no,0,3.0, False.
4395,233.0,137.3,94.0,23.34,232.4,87.0,19.75,206.0,105.0,9.27,9.8,4.0,2.65, no,0,1.0, False.
4396,55.0,197.5,89.0,33.58,228.7,141.0,19.44,313.4,121.0,14.1,19.7,2.0,5.32, yes,37,1.0, False.
4397,69.0,221.6,88.0,37.67,231.8,87.0,19.7,211.7,116.0,9.53,8.6,9.0,2.32, no,0,1.0, False.
4398,100.0,200.7,151.0,34.12,290.8,127.0,24.72,186.7,105.0,8.4,10.2,9.0,2.75, no,0,1.0, False.
4399,111.0,226.3,82.0,38.47,178.9,101.0,15.21,181.5,90.0,8.17,8.9,4.0,2.4, no,0,0.0, False.
4400,86.0,212.8,79.0,36.18,90.9,145.0,7.73,152.3,67.0,6.85,11.9,3.0,3.21, no,0,2.0, False.
4401,105.0,213.3,99.0,36.26,153.1,79.0,13.01,227.9,98.0,10.26,10.8,5.0,2.92, no,0,1.0, False.
4402,111.0,177.1,102.0,30.11,249.1,102.0,21.17,153.3,66.0,6.9,8.8,4.0,2.38, no,0,2.0, False.
4403,75.0,229.2,59.0,38.96,142.8,107.0,12.14,291.6,109.0,13.12,8.5,5.0,2.3, no,0,0.0, False.
4404,95.0,129.4,120.0,22.0,159.8,68.0,13.58,214.4,83.0,9.65,12.6,4.0,3.4, yes,24,4.0, True.
4405,137.0,203.1,97.0,34.53,132.0,76.0,11.22,250.9,94.0,11.29,9.2,4.0,2.48, no,0,4.0, False.
4406,116.0,232.2,98.0,39.47,244.7,91.0,20.8,151.3,69.0,6.81,10.6,1.0,2.86, no,0,7.0, True.
4407,125.0,138.5,96.0,23.55,159.7,117.0,13.57,212.7,91.0,9.57,7.7,3.0,2.08, no,0,2.0, False.
4408,65.0,189.3,74.0,32.18,205.3,90.0,17.45,228.2,78.0,10.27,8.5,13.0,2.3, no,0,3.0, False.
4409,55.0,141.0,99.0,23.97,250.9,109.0,21.33,284.6,89.0,12.81,11.7,3.0,3.16, yes,33,0.0, False.
4410,86.0,118.6,106.0,20.16,223.5,115.0,19.0,94.7,12.0,4.26,13.3,1.0,3.59, no,0,2.0, False.
4411,100.0,254.2,97.0,43.21,262.0,88.0,22.27,256.3,82.0,11.53,13.6,6.0,3.67, no,0,0.0, True.
4412,70.0,176.5,85.0,30.01,119.2,93.0,10.13,227.7,90.0,10.25,8.7,5.0,2.35, no,0,1.0, False.
4413,67.0,234.3,111.0,39.83,206.4,87.0,17.54,157.3,101.0,7.08,5.8,10.0,1.57, no,0,3.0, False.
4414,50.0,147.3,75.0,25.04,244.8,74.0,20.81,216.9,101.0,9.76,13.2,3.0,3.56, yes,39,2.0, False.
4415,42.0,171.0,129.0,29.07,183.9,96.0,15.63,130.2,90.0,5.86,4.6,6.0,1.24, no,0,0.0, False.
4416,76.0,177.9,85.0,30.24,119.3,95.0,10.14,140.5,83.0,6.32,10.3,1.0,2.78, yes,40,2.0, False.
4417,103.0,240.6,92.0,40.9,204.2,99.0,17.36,297.0,82.0,13.37,12.7,9.0,3.43, yes,34,5.0, False.
4418,90.0,114.4,108.0,19.45,232.8,150.0,19.79,198.1,78.0,8.91,8.9,3.0,2.4, no,0,0.0, False.
4419,66.0,113.9,112.0,19.36,271.8,106.0,23.1,216.7,95.0,9.75,15.6,3.0,4.21, no,0,2.0, False.
4420,22.0,180.0,65.0,30.6,207.0,106.0,17.6,182.8,111.0,8.23,8.3,6.0,2.24, no,0,1.0, False.
4421,67.0,177.4,102.0,30.16,215.2,123.0,18.29,132.4,120.0,5.96,6.6,4.0,1.78, no,0,4.0, True.
4422,147.0,110.8,123.0,18.84,199.2,81.0,16.93,212.9,77.0,9.58,8.9,4.0,2.4, yes,35,2.0, False.
4423,57.0,138.7,99.0,23.58,134.5,105.0,11.43,261.7,95.0,11.78,13.0,5.0,3.51, yes,26,2.0, False.
4424,7.0,211.8,99.0,36.01,170.9,110.0,14.53,244.2,125.0,10.99,11.2,4.0,3.02, yes,33,2.0, False.
4425,85.0,234.5,113.0,39.87,237.3,116.0,20.17,122.7,110.0,5.52,12.9,3.0,3.48, no,0,4.0, False.
4426,92.0,240.2,86.0,40.83,107.6,79.0,9.15,156.6,121.0,7.05,7.5,4.0,2.03, no,0,1.0, False.
4427,92.0,222.4,105.0,37.81,164.0,129.0,13.94,233.3,113.0,10.5,9.9,8.0,2.67, no,0,1.0, False.
4428,116.0,280.4,95.0,47.67,174.4,101.0,14.82,190.0,65.0,8.55,9.9,1.0,2.67, yes,42,3.0, False.
4429,133.0,113.3,137.0,19.26,160.2,103.0,13.62,228.8,98.0,10.3,10.1,7.0,2.73, no,0,2.0, False.
4430,134.0,107.0,146.0,18.19,220.0,116.0,18.7,149.8,108.0,6.74,7.2,3.0,1.94, no,0,2.0, False.
4431,19.0,184.5,131.0,31.37,201.3,87.0,17.11,188.9,114.0,8.5,13.1,10.0,3.54, no,0,1.0, False.
4432,66.0,163.2,106.0,27.74,267.9,108.0,22.77,172.6,100.0,7.77,9.7,5.0,2.62, yes,31,1.0, False.
4433,65.0,193.8,113.0,32.95,151.7,106.0,12.89,208.9,94.0,9.4,12.6,3.0,3.4, no,0,3.0, False.
4434,104.0,185.1,91.0,31.47,227.3,115.0,19.32,198.5,79.0,8.93,12.7,10.0,3.43, no,0,2.0, False.
4435,140.0,151.5,106.0,25.76,175.7,125.0,14.93,214.1,87.0,9.63,12.4,9.0,3.35, no,0,3.0, False.
4436,102.0,143.7,82.0,24.43,170.9,83.0,14.53,310.9,112.0,13.99,9.8,1.0,2.65, no,0,2.0, False.
4437,101.0,169.5,117.0,28.82,212.0,111.0,18.02,204.0,120.0,9.18,9.7,1.0,2.62, no,0,0.0, True.
4438,62.0,211.3,100.0,35.92,228.4,91.0,19.41,217.1,77.0,9.77,6.3,5.0,1.7, no,0,0.0, False.
4439,115.0,184.1,67.0,31.3,159.4,104.0,13.55,193.3,121.0,8.7,13.3,3.0,3.59, yes,37,0.0, False.
4440,111.0,154.0,122.0,26.18,207.3,123.0,17.62,186.2,105.0,8.38,10.8,8.0,2.92, yes,33,1.0, False.
4441,119.0,209.4,125.0,35.6,286.3,91.0,24.34,208.6,73.0,9.39,8.1,4.0,2.19, no,0,2.0, False.
4442,121.0,166.3,114.0,28.27,138.8,130.0,11.8,215.3,108.0,9.69,10.4,10.0,2.81, no,0,2.0, False.
4443,108.0,108.6,128.0,18.46,325.2,97.0,27.64,173.6,67.0,7.81,9.3,6.0,2.51, no,0,0.0, False.
4444,63.0,230.3,82.0,39.15,165.6,96.0,14.08,227.7,125.0,10.25,9.0,2.0,2.43, yes,25,1.0, False.
4445,59.0,200.1,44.0,34.02,126.0,78.0,10.71,146.3,123.0,6.58,10.6,5.0,2.86, yes,46,1.0, False.
4446,82.0,179.2,95.0,30.46,228.9,95.0,19.46,187.7,100.0,8.45,13.2,2.0,3.56, no,0,1.0, False.
4447,126.0,261.6,83.0,44.47,192.9,133.0,16.4,246.9,50.0,11.11,7.3,3.0,1.97, no,0,4.0, False.
4448,110.0,129.5,94.0,22.02,92.6,96.0,7.87,154.3,110.0,6.94,9.9,5.0,2.67, no,0,3.0, False.
4449,85.0,164.0,111.0,27.88,229.4,108.0,19.5,220.7,105.0,9.93,9.3,2.0,2.51, no,0,1.0, False.
4450,46.0,230.7,117.0,39.22,186.2,84.0,15.83,182.2,109.0,8.2,9.2,4.0,2.48, no,0,2.0, False.
4451,44.0,207.2,90.0,35.22,178.6,76.0,15.18,182.0,74.0,8.19,0.0,0.0,0.0, no,0,0.0, False.
4452,171.0,171.9,99.0,29.22,249.2,95.0,21.18,174.9,81.0,7.87,12.5,4.0,3.38, no,0,1.0, False.
4453,88.0,181.7,88.0,30.89,237.4,106.0,20.18,209.1,111.0,9.41,9.5,5.0,2.57, yes,37,2.0, False.
4454,169.0,240.7,119.0,40.92,141.1,102.0,11.99,120.6,56.0,5.43,7.7,2.0,2.08, no,0,2.0, False.
4455,48.0,198.2,108.0,33.69,181.0,70.0,15.39,238.9,86.0,10.75,12.1,2.0,3.27, no,0,1.0, False.
4456,65.0,96.0,95.0,16.32,117.0,82.0,9.95,172.9,114.0,7.78,6.7,3.0,1.81, no,0,3.0, False.
4457,81.0,165.2,109.0,28.08,170.6,96.0,14.5,205.0,74.0,9.23,9.9,4.0,2.67, no,0,0.0, False.
4458,53.0,171.5,75.0,29.16,224.5,111.0,19.08,187.4,84.0,8.43,9.7,6.0,2.62, no,0,1.0, False.
4459,72.0,111.7,68.0,18.99,252.8,106.0,21.49,255.5,109.0,11.5,7.8,4.0,2.11, yes,27,1.0, False.
4460,100.0,152.7,98.0,25.96,212.4,73.0,18.05,264.5,90.0,11.9,7.9,3.0,2.13, no,0,2.0, False.
4461,82.0,194.7,105.0,33.1,210.9,100.0,17.93,236.9,143.0,10.66,11.6,3.0,3.13, no,0,3.0, False.
4462,71.0,119.9,108.0,20.38,240.7,82.0,20.46,151.1,124.0,6.8,8.1,7.0,2.19, no,0,3.0, False.
4463,103.0,222.9,129.0,37.89,205.0,87.0,17.43,141.3,99.0,6.36,9.9,2.0,2.67, no,0,1.0, False.
4464,87.0,210.7,46.0,35.82,215.6,116.0,18.33,170.4,79.0,7.67,13.2,3.0,3.56, no,0,1.0, False.
4465,116.0,254.6,107.0,43.28,249.4,89.0,21.2,229.6,77.0,10.33,9.0,18.0,2.43, no,0,2.0, True.
4466,140.0,265.0,100.0,45.05,147.6,89.0,12.55,247.7,94.0,11.15,10.7,3.0,2.89, no,0,1.0, False.
4467,93.0,172.3,135.0,29.29,318.7,95.0,27.09,131.5,104.0,5.92,11.5,4.0,3.11, no,0,3.0, False.
4468,90.0,259.1,140.0,44.05,124.0,119.0,10.54,188.3,79.0,8.47,12.8,3.0,3.46, no,0,0.0, False.
4469,130.0,211.4,91.0,35.94,191.0,62.0,16.24,207.3,109.0,9.33,11.6,3.0,3.13, no,0,1.0, False.
4470,121.0,175.9,87.0,29.9,225.3,114.0,19.15,156.2,113.0,7.03,10.4,3.0,2.81, no,0,2.0, False.
4471,47.0,135.0,108.0,22.95,176.3,111.0,14.99,144.6,96.0,6.51,10.5,1.0,2.84, no,0,1.0, True.
4472,94.0,115.5,90.0,19.64,122.5,99.0,10.41,197.7,110.0,8.9,7.0,3.0,1.89, yes,39,0.0, False.
4473,76.0,193.0,82.0,32.81,200.8,109.0,17.07,135.9,79.0,6.12,14.4,3.0,3.89, no,0,0.0, False.
4474,69.0,167.4,105.0,28.46,121.5,142.0,10.33,209.3,83.0,9.42,16.0,2.0,4.32, no,0,1.0, False.
4475,117.0,190.7,100.0,32.42,209.7,107.0,17.82,202.5,101.0,9.11,12.4,5.0,3.35, yes,35,1.0, False.
4476,70.0,325.5,128.0,55.34,300.3,105.0,25.53,199.8,93.0,8.99,5.7,7.0,1.54, no,0,1.0, True.
4477,130.0,139.0,98.0,23.63,120.2,116.0,10.22,160.4,113.0,7.22,14.5,2.0,3.92, no,0,3.0, False.
4478,109.0,155.9,110.0,26.5,161.2,99.0,13.7,229.2,81.0,10.31,11.5,13.0,3.11, yes,40,0.0, False.
4479,115.0,182.1,97.0,30.96,231.1,76.0,19.64,246.2,103.0,11.08,15.0,2.0,4.05, no,0,0.0, False.
4480,114.0,139.8,152.0,23.77,215.9,76.0,18.35,96.9,111.0,4.36,7.9,10.0,2.13, no,0,2.0, False.
4481,135.0,112.7,123.0,19.16,280.0,90.0,23.8,251.9,110.0,11.34,10.4,2.0,2.81, no,0,0.0, False.
4482,79.0,173.2,98.0,29.44,149.5,123.0,12.71,245.7,91.0,11.06,11.5,7.0,3.11, yes,31,1.0, False.
4483,123.0,225.6,102.0,38.35,225.8,56.0,19.19,186.7,128.0,8.4,6.7,2.0,1.81, no,0,1.0, False.
4484,112.0,195.7,123.0,33.27,141.9,124.0,12.06,136.4,72.0,6.14,7.9,6.0,2.13, no,0,1.0, False.
4485,57.0,214.0,100.0,36.38,209.9,80.0,17.84,105.1,112.0,4.73,11.3,1.0,3.05, no,0,0.0, False.
4486,143.0,271.7,67.0,46.19,189.1,155.0,16.07,101.1,55.0,4.55,17.2,5.0,4.64, no,0,1.0, False.
4487,107.0,257.7,98.0,43.81,156.5,84.0,13.3,104.4,123.0,4.7,9.8,3.0,2.65, no,0,1.0, False.
4488,103.0,133.2,90.0,22.64,236.8,70.0,20.13,214.1,120.0,9.63,12.5,2.0,3.38, no,0,1.0, True.
4489,157.0,248.7,113.0,42.28,251.8,79.0,21.4,262.7,46.0,11.82,7.5,3.0,2.03, no,0,5.0, True.
4490,120.0,180.8,93.0,30.74,190.1,82.0,16.16,192.3,66.0,8.65,10.5,7.0,2.84, no,0,2.0, False.
4491,81.0,229.0,80.0,38.93,221.0,113.0,18.79,291.4,91.0,13.11,12.4,5.0,3.35, yes,32,1.0, False.
4492,136.0,276.3,94.0,46.97,226.0,125.0,19.21,221.4,87.0,9.96,7.2,1.0,1.94, no,0,1.0, True.
4493,83.0,133.1,117.0,22.63,171.4,89.0,14.57,218.1,92.0,9.81,10.9,4.0,2.94, yes,37,3.0, False.
4494,137.0,248.3,63.0,42.21,250.4,108.0,21.28,159.1,94.0,7.16,9.6,4.0,2.59, no,0,1.0, False.
4495,93.0,230.4,95.0,39.17,155.5,89.0,13.22,179.0,90.0,8.06,10.4,9.0,2.81, yes,37,3.0, False.
4496,103.0,185.8,118.0,31.59,86.8,84.0,7.38,208.4,115.0,9.38,10.7,9.0,2.89, no,0,1.0, False.
4497,96.0,183.9,88.0,31.26,109.2,86.0,9.28,190.2,78.0,8.56,16.6,7.0,4.48, no,0,2.0, False.
4498,77.0,132.9,86.0,22.59,168.1,121.0,14.29,196.3,102.0,8.83,7.8,3.0,2.11, no,0,0.0, False.
4499,128.0,221.0,109.0,37.57,219.0,107.0,18.62,229.4,113.0,10.32,8.6,5.0,2.32, no,0,3.0, False.
4500,116.0,179.0,81.0,30.43,200.0,116.0,17.0,168.6,74.0,7.59,15.8,7.0,4.27, no,0,1.0, False.
4501,96.0,188.8,119.0,32.1,216.9,100.0,18.44,208.5,116.0,9.38,5.8,3.0,1.57, no,0,3.0, False.
4502,60.0,135.6,101.0,23.05,94.9,73.0,8.07,154.0,118.0,6.93,9.8,3.0,2.65, yes,45,4.0, True.
4503,105.0,172.5,103.0,29.33,113.6,102.0,9.66,261.6,104.0,11.77,10.8,4.0,2.92, yes,31,2.0, False.
4504,123.0,132.6,100.0,22.54,198.8,102.0,16.9,168.9,105.0,7.6,0.0,0.0,0.0, no,0,1.0, False.
4505,84.0,127.7,81.0,750.876,188.4,84.0,16.01,260.0,125.0,11.7,4.7,6.0,1.27, no,0,1.0, False.
4506,107.0,156.3,75.0,26.57,215.3,93.0,18.3,118.2,115.0,5.32,8.8,2.0,2.38, no,0,1.0, False.
4507,86.0,234.6,102.0,39.88,268.3,109.0,22.81,195.6,102.0,8.8,11.6,4.0,3.13, no,0,1.0, True.
4508,115.0,202.1,95.0,34.36,231.6,89.0,19.69,214.6,165.0,9.66,13.1,7.0,3.54, no,0,1.0, False.
4509,128.0,272.2,112.0,46.27,239.9,111.0,20.39,257.3,124.0,11.58,11.6,2.0,3.13, yes,40,1.0, False.
4510,97.0,245.2,109.0,41.68,165.5,152.0,14.07,159.2,96.0,7.16,9.1,8.0,2.46, no,0,1.0, False.
4511,90.0,207.6,82.0,35.29,193.3,105.0,16.43,149.7,68.0,6.74,11.2,6.0,3.02, no,0,1.0, False.
4512,22.0,222.9,97.0,37.89,172.6,91.0,14.67,187.6,99.0,8.44,10.1,3.0,2.73, no,0,1.0, False.
4513,121.0,273.8,96.0,46.55,263.1,106.0,22.36,201.5,83.0,9.07,10.8,3.0,2.92, no,0,1.0, True.
4514,169.0,192.8,98.0,32.78,273.2,125.0,23.22,266.3,102.0,11.98,11.4,6.0,3.08, no,0,2.0, False.
4515,83.0,268.7,81.0,45.68,145.5,100.0,12.37,185.6,86.0,8.35,9.4,6.0,2.54, no,0,0.0, False.
4516,87.0,178.8,91.0,30.4,246.8,106.0,20.98,262.4,119.0,11.81,9.0,8.0,2.43, yes,48,1.0, False.
4517,126.0,197.3,82.0,33.54,167.6,51.0,14.25,222.0,89.0,9.99,7.4,3.0,2.0, yes,24,1.0, False.
4518,61.0,233.9,97.0,39.76,175.6,133.0,14.93,177.0,83.0,7.97,9.5,4.0,2.57, yes,36,1.0, False.
4519,90.0,207.1,87.0,35.21,208.5,87.0,17.72,146.0,95.0,6.57,4.4,5.0,1.19, no,0,2.0, False.
4520,131.0,136.8,84.0,23.26,179.4,81.0,15.25,235.2,151.0,10.58,5.0,3.0,1.35, no,0,2.0, False.
4521,89.0,159.4,126.0,27.1,207.0,108.0,17.6,141.6,121.0,6.37,11.1,4.0,3.0, no,0,1.0, False.
4522,71.0,112.1,122.0,19.06,157.9,86.0,13.42,271.6,104.0,12.22,11.1,5.0,3.0, no,0,0.0, False.
4523,166.0,238.6,117.0,40.56,242.8,73.0,20.64,203.3,130.0,9.15,10.0,8.0,2.7, no,0,4.0, False.
4524,146.0,163.5,85.0,27.8,224.8,149.0,19.11,253.1,116.0,11.39,9.8,4.0,2.65, no,0,1.0, False.
4525,90.0,127.2,94.0,21.62,221.1,108.0,18.79,110.7,106.0,4.98,11.2,3.0,3.02, no,0,2.0, False.
4526,59.0,145.8,95.0,24.79,228.3,81.0,19.41,247.5,87.0,11.14,9.6,5.0,2.59, no,0,0.0, False.
4527,25.0,250.1,108.0,42.52,221.9,97.0,18.86,208.5,84.0,9.38,11.1,3.0,3.0, no,0,2.0, False.
4528,124.0,234.2,110.0,39.81,199.0,121.0,16.92,246.4,135.0,11.09,7.1,4.0,1.92, no,0,0.0, False.
4529,105.0,101.5,83.0,17.26,193.8,83.0,16.47,214.3,113.0,9.64,11.7,4.0,3.16, no,0,3.0, False.
4530,143.0,119.6,133.0,20.33,247.0,136.0,21.0,227.3,54.0,10.23,13.0,3.0,3.51, yes,26,1.0, False.
4531,162.0,221.9,66.0,37.72,112.7,109.0,9.58,176.5,141.0,7.94,10.7,6.0,2.89, no,0,1.0, False.
4532,56.0,158.2,85.0,26.89,197.9,91.0,16.82,159.9,133.0,7.2,7.7,7.0,2.08, no,0,1.0, False.
4533,105.0,193.2,139.0,32.84,260.3,104.0,22.13,226.4,133.0,10.19,7.8,2.0,2.11, no,0,1.0, False.
4534,73.0,217.7,108.0,37.01,245.7,106.0,20.88,242.9,100.0,10.93,8.8,6.0,2.38, yes,33,1.0, False.
4535,54.0,199.8,94.0,33.97,308.0,112.0,26.18,162.6,99.0,7.32,10.1,4.0,2.73, no,0,0.0, False.
4536,98.0,171.9,77.0,29.22,235.3,90.0,20.0,140.3,125.0,6.31,14.6,4.0,3.94, no,0,2.0, False.
4537,100.0,67.7,67.0,11.51,147.1,116.0,12.5,288.3,103.0,12.97,12.3,2.0,3.32, yes,31,6.0, True.
4538,107.0,228.2,90.0,38.79,214.2,123.0,18.21,183.1,79.0,8.24,10.5,4.0,2.84, no,0,4.0, False.
4539,167.0,191.5,93.0,32.56,163.8,76.0,13.92,189.1,103.0,8.51,14.1,9.0,3.81, no,0,1.0, False.
4540,49.0,171.5,86.0,29.16,188.8,85.0,16.05,155.1,82.0,6.98,8.5,2.0,2.3, no,0,2.0, False.
4541,34.0,151.1,92.0,25.69,211.7,86.0,17.99,205.8,72.0,9.26,9.8,4.0,2.65, no,0,0.0, False.
4542,109.0,134.3,99.0,22.83,203.9,103.0,17.33,297.7,91.0,13.4,7.6,2.0,2.05, no,0,3.0, False.
4543,109.0,117.8,64.0,20.03,216.2,84.0,18.38,148.4,59.0,6.68,10.9,5.0,2.94, no,0,1.0, False.
4544,39.0,181.2,71.0,30.8,344.9,108.0,29.32,213.6,145.0,9.61,12.1,2.0,3.27, no,0,3.0, False.
4545,90.0,152.3,91.0,25.89,165.0,120.0,14.03,294.3,73.0,13.24,9.0,3.0,2.43, no,0,2.0, False.
4546,114.0,204.4,91.0,34.75,239.6,136.0,20.37,235.0,64.0,10.58,11.5,3.0,3.11, no,0,2.0, False.
4547,113.0,283.9,98.0,48.26,137.1,91.0,11.65,159.0,110.0,7.15,11.3,5.0,3.05, no,0,2.0, False.
4548,19.0,142.7,94.0,24.26,129.9,60.0,11.04,165.3,65.0,7.44,10.0,4.0,2.7, yes,29,0.0, False.
4549,94.0,145.4,92.0,24.72,172.8,103.0,14.69,183.9,43.0,8.28,9.3,3.0,2.51, no,0,2.0, False.
4550,69.0,211.7,94.0,35.99,236.1,124.0,20.07,252.7,90.0,11.37,7.2,2.0,1.94, no,0,4.0, False.
4551,90.0,192.6,129.0,32.74,191.6,100.0,16.29,203.1,105.0,9.14,11.4,2.0,3.08, no,0,3.0, False.
4552,48.0,52.0,60.0,8.84,132.0,79.0,11.22,185.8,85.0,8.36,12.3,2.0,3.32, no,0,2.0, False.
4553,122.0,237.7,94.0,40.41,154.7,91.0,13.15,223.1,98.0,10.04,9.5,3.0,2.57, yes,30,1.0, False.
4554,123.0,203.6,108.0,34.61,156.9,112.0,13.34,236.2,114.0,10.63,12.0,5.0,3.24, yes,31,1.0, False.
4555,81.0,192.4,79.0,32.71,212.7,106.0,18.08,244.8,83.0,11.02,8.3,5.0,2.24, no,0,1.0, False.
4556,43.0,212.5,88.0,36.13,274.1,145.0,23.3,194.6,52.0,8.76,8.6,6.0,2.32, no,0,0.0, False.
